Country;Variable;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Congo, Dem. Rep. of the;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo, Dem. Rep. of the;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo, Rep. of;Financial Development Index;0.03;0.04;0.05;0.05;0.06;0.07;0.06;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.05;0.04;0.06;0.04;0.03;0.03;0.03;0.04;0.08;0.09;0.09;0.09;0.09;0.1;0.12;0.12;0.12;0.11;0.11;0.11
Congo, Rep. of;Financial Institutions Access Index;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.04;0.05;0.07;0.08;0.08;0.09;0.09;0.09;0.09
Congo, Rep. of;Financial Institutions Depth Index;0.02;0.04;0.05;0.06;0.06;0.07;0.07;0.06;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.05;0.03;0.02;0.02;0.03;0.03;0.04;0.03;0.03;0.04;0.04;0.05;0.08;0.07;0.06;0.05;0.05;0.05
Congo, Rep. of;Financial Institutions Efficiency Index;0.09;0.11;0.13;0.16;0.21;0.23;0.21;0.14;0.14;0.12;0.13;0.12;0.12;0.12;0.1;0.11;0.11;0.11;0.12;0.16;0.16;0.17;0.18;0.22;0.17;0.12;0.12;0.14;0.19;0.48;0.55;0.53;0.55;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51
Congo, Rep. of;Financial Institutions Index;0.04;0.05;0.06;0.07;0.09;0.09;0.09;0.06;0.05;0.05;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.06;0.05;0.06;0.06;0.08;0.06;0.04;0.04;0.05;0.07;0.15;0.17;0.17;0.17;0.17;0.18;0.2;0.2;0.2;0.19;0.19;0.19
Congo, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo, Rep. of;Financial Markets Depth Index;0.05;0.07;0.09;0.09;0.1;0.11;0.1;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.08;0.07;0.06;0.07;0.08;0.07;0.05;0.09;0.06;0.07;0.06;0.05;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.05;0.09;0.1;0.1;0.08;0.05;0.05
Congo, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo, Rep. of;Financial Markets Index;0.02;0.03;0.03;0.03;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.03;0.02;0.03;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.04;0.04;0.04;0.03;0.02;0.02
Costa Rica;Financial Development Index;0.3;0.28;0.24;0.25;0.25;0.23;0.22;0.19;0.16;0.16;0.17;0.13;0.13;0.14;0.14;0.14;0.15;0.16;0.17;0.19;0.19;0.2;0.21;0.24;0.18;0.19;0.2;0.22;0.22;0.22;0.22;0.24;0.24;0.27;0.29;0.27;0.27;0.28;0.29;0.29;0.28
Costa Rica;Financial Institutions Access Index;0.54;0.45;0.37;0.39;0.39;0.35;0.31;0.26;0.22;0.21;0.23;0.17;0.18;0.19;0.19;0.17;0.19;0.2;0.23;0.24;0.25;0.28;0.29;0.3;0.29;0.33;0.35;0.39;0.4;0.41;0.42;0.49;0.5;0.57;0.6;0.52;0.52;0.52;0.55;0.53;0.49
Costa Rica;Financial Institutions Depth Index;0.29;0.24;0.2;0.22;0.21;0.2;0.19;0.2;0.19;0.17;0.17;0.12;0.13;0.15;0.15;0.12;0.13;0.13;0.14;0.16;0.18;0.2;0.22;0.26;0.19;0.19;0.19;0.21;0.22;0.22;0.21;0.21;0.22;0.24;0.25;0.27;0.28;0.32;0.33;0.34;0.38
Costa Rica;Financial Institutions Efficiency Index;0.83;0.8;0.75;0.77;0.79;0.75;0.72;0.57;0.45;0.45;0.52;0.4;0.38;0.41;0.37;0.47;0.5;0.54;0.55;0.54;0.45;0.48;0.44;0.46;0.47;0.49;0.51;0.52;0.51;0.51;0.5;0.51;0.52;0.54;0.55;0.55;0.57;0.57;0.6;0.6;0.54
Costa Rica;Financial Institutions Index;0.57;0.51;0.44;0.46;0.46;0.43;0.4;0.34;0.29;0.28;0.3;0.23;0.23;0.25;0.24;0.25;0.27;0.28;0.3;0.31;0.3;0.33;0.33;0.36;0.33;0.35;0.36;0.39;0.4;0.41;0.4;0.43;0.44;0.49;0.51;0.48;0.49;0.51;0.53;0.53;0.51
Costa Rica;Financial Markets Access Index;0.03;0.05;0.05;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.06;0.06;0.06;0.02;0.04;0.02;0.02;0.02
Costa Rica;Financial Markets Depth Index;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.03;0.05;0.05;0.06;0.06;0.03;0.04;0.04;0.05;0.04;0.04;0.04;0.03;0.03;0.04;0.06;0.08;0.08;0.08;0.08;0.06;0.06;0.06
Costa Rica;Financial Markets Efficiency Index;0.03;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.02;0.03;0.03;0.11;0.11;0.11;0.11;0.27;0.03;0.02;0.04;0.04;0.04;0.03;0.04;0.03;0.03;0.03;0.06;0.03;0.02;0.02;0.02;0.02;0.02
Costa Rica;Financial Markets Index;0.02;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.07;0.07;0.07;0.07;0.11;0.03;0.03;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.05;0.07;0.06;0.04;0.05;0.04;0.03;0.03
Côte d'Ivoire;Financial Development Index;0.12;0.12;0.12;0.12;0.12;0.11;0.12;0.13;0.13;0.14;0.15;0.16;0.15;0.14;0.25;0.18;0.2;0.19;0.12;0.15;0.14;0.12;0.11;0.11;0.12;0.11;0.13;0.15;0.15;0.15;0.16;0.14;0.15;0.16;0.17;0.17;0.18;0.18;0.16;0.15;0.14
Côte d'Ivoire;Financial Institutions Access Index;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.04;0.04;0.06;0.07;0.07;0.07;0.08;0.09;0.09;0.09;0.09;0.08;0.09
Côte d'Ivoire;Financial Institutions Depth Index;0.12;0.12;0.12;0.13;0.11;0.1;0.1;0.11;0.11;0.1;0.11;0.1;0.09;0.08;0.07;0.07;0.07;0.06;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.08;0.07;0.07;0.08;0.07;0.08;0.08;0.08;0.08;0.08;0.09
Côte d'Ivoire;Financial Institutions Efficiency Index;0.62;0.63;0.62;0.63;0.6;0.58;0.58;0.6;0.6;0.59;0.59;0.59;0.56;0.46;0.5;0.48;0.55;0.5;0.36;0.47;0.41;0.39;0.33;0.28;0.34;0.31;0.4;0.42;0.42;0.41;0.44;0.34;0.42;0.44;0.49;0.5;0.53;0.54;0.54;0.55;0.55
Côte d'Ivoire;Financial Institutions Index;0.23;0.23;0.23;0.23;0.21;0.21;0.2;0.22;0.22;0.21;0.21;0.21;0.2;0.16;0.17;0.16;0.18;0.17;0.13;0.16;0.14;0.13;0.12;0.11;0.13;0.12;0.14;0.15;0.16;0.15;0.17;0.15;0.17;0.18;0.19;0.2;0.21;0.21;0.21;0.21;0.22
Côte d'Ivoire;Financial Markets Access Index;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Côte d'Ivoire;Financial Markets Depth Index;0;0;0;0;0.02;0.04;0.05;0.09;0.11;0.17;0.21;0.26;0.26;0.26;0.26;0.26;0.26;0.25;0.28;0.27;0.26;0.26;0.22;0.26;0.24;0.24;0.27;0.35;0.32;0.31;0.33;0.31;0.31;0.35;0.33;0.32;0.32;0.32;0.22;0.17;0.14
Côte d'Ivoire;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.02;0.02;0.73;0.28;0.38;0.38;0.01;0.07;0.09;0.01;0.02;0.02;0.03;0.02;0.03;0.02;0.05;0.05;0.04;0.02;0.02;0.04;0.04;0.05;0.07;0.07;0.07;0.02;0.02
Côte d'Ivoire;Financial Markets Index;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.04;0.05;0.07;0.09;0.1;0.11;0.11;0.33;0.19;0.22;0.22;0.11;0.13;0.13;0.1;0.09;0.1;0.1;0.1;0.11;0.14;0.14;0.14;0.14;0.13;0.13;0.15;0.14;0.14;0.14;0.14;0.11;0.07;0.06
Croatia, Rep. of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0.25;0.21;0.26;0.23;0.26;0.25;0.27;0.3;0.32;0.34;0.36;0.4;0.4;0.47;0.52;0.47;0.47;0.48;0.48;0.49;0.49;0.49;0.48;0.49;0.49;0.48;0.48;0.48
Croatia, Rep. of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;0.35;0.34;0.35;0.37;0.38;0.39;0.4;0.49;0.51;0.54;0.6;0.64;0.68;0.74;0.81;0.85;0.87;0.89;0.9;0.89;0.88;0.88;0.87;0.86;0.84;0.82;0.81
Croatia, Rep. of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0.18;0.18;0.16;0.14;0.13;0.15;0.16;0.15;0.15;0.17;0.19;0.2;0.21;0.24;0.27;0.31;0.27;0.29;0.31;0.31;0.33;0.33;0.34;0.34;0.35;0.34;0.35;0.36;0.4
Croatia, Rep. of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.45;0.34;0.31;0.46;0.5;0.46;0.52;0.56;0.57;0.59;0.62;0.63;0.63;0.63;0.63;0.64;0.61;0.62;0.63;0.62;0.59;0.61;0.52;0.63;0.61;0.64;0.64;0.62
Croatia, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0.35;0.37;0.31;0.29;0.33;0.35;0.35;0.37;0.38;0.43;0.45;0.47;0.51;0.54;0.57;0.62;0.63;0.65;0.67;0.68;0.69;0.68;0.68;0.66;0.69;0.68;0.67;0.67;0.68
Croatia, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0.31;0.31;0.27;0.27;0.27;0.3;0.33;0.36;0.42;0.42;0.48;0.51;0.59;0.52;0.71;0.72;0.52;0.55;0.55;0.52;0.55;0.52;0.52;0.52;0.55;0.6;0.63;0.62;0.59
Croatia, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0.03;0.03;0.05;0.08;0.07;0.08;0.11;0.11;0.16;0.15;0.17;0.16;0.25;0.4;0.2;0.22;0.23;0.2;0.23;0.24;0.23;0.26;0.23;0.22;0.17;0.18;0.18
Croatia, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.03;0.43;0.07;0.07;0.04;0.03;0.09;0.05;0.02;0.05;0.05;0.07;0.08;0.08;0.15;0.07;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.01;0.02;0.02
Croatia, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.12;0.11;0.23;0.13;0.15;0.15;0.16;0.2;0.19;0.22;0.23;0.27;0.25;0.35;0.4;0.29;0.28;0.28;0.26;0.28;0.27;0.27;0.28;0.28;0.29;0.27;0.27;0.26
Cyprus;Financial Development Index;0.34;0.33;0.33;0.33;0.33;0.33;0.34;0.34;0.38;0.38;0.38;0.39;0.4;0.45;0.44;0.42;0.44;0.49;0.53;0.52;0.53;0.53;0.5;0.55;0.58;0.57;0.63;0.68;0.59;0.65;0.61;0.57;0.55;0.49;0.48;0.47;0.47;0.55;0.53;0.53;0.49
Cyprus;Financial Institutions Access Index;0.68;0.67;0.67;0.67;0.66;0.67;0.68;0.68;0.71;0.71;0.72;0.72;0.74;0.77;0.74;0.74;0.78;0.8;0.82;0.8;0.8;0.78;0.77;0.78;0.75;0.75;0.79;0.78;0.79;0.81;0.82;0.81;0.78;0.68;0.66;0.64;0.61;0.72;0.66;0.58;0.53
Cyprus;Financial Institutions Depth Index;0.21;0.2;0.2;0.2;0.19;0.2;0.21;0.21;0.3;0.32;0.34;0.37;0.38;0.41;0.41;0.4;0.43;0.44;0.44;0.57;0.49;0.43;0.43;0.44;0.43;0.43;0.43;0.44;0.42;0.43;0.43;0.44;0.45;0.48;0.47;0.48;0.47;0.41;0.44;0.42;0.46
Cyprus;Financial Institutions Efficiency Index;0.53;0.52;0.52;0.52;0.51;0.52;0.53;0.53;0.54;0.45;0.45;0.4;0.45;0.55;0.55;0.51;0.51;0.58;0.67;0.47;0.56;0.56;0.49;0.56;0.55;0.63;0.7;0.68;0.51;0.6;0.58;0.49;0.54;0.41;0.43;0.37;0.47;0.37;0.41;0.54;0.52
Cyprus;Financial Institutions Index;0.52;0.51;0.51;0.51;0.5;0.51;0.52;0.52;0.58;0.56;0.57;0.57;0.6;0.65;0.64;0.63;0.65;0.68;0.71;0.71;0.7;0.66;0.64;0.67;0.65;0.67;0.7;0.7;0.65;0.69;0.69;0.66;0.67;0.6;0.6;0.58;0.59;0.58;0.58;0.57;0.56
Cyprus;Financial Markets Access Index;0.24;0.23;0.23;0.23;0.22;0.23;0.24;0.24;0.28;0.29;0.3;0.3;0.32;0.37;0.37;0.32;0.35;0.44;0.49;0.47;0.49;0.64;0.48;0.68;0.78;0.7;0.88;1;0.85;1;0.85;0.67;0.59;0.59;0.59;0.59;0.58;1;0.94;0.94;0.74
Cyprus;Financial Markets Depth Index;0.11;0.11;0.11;0.11;0.1;0.11;0.11;0.11;0.13;0.13;0.14;0.14;0.15;0.17;0.18;0.14;0.17;0.23;0.28;0.26;0.28;0.28;0.33;0.35;0.43;0.37;0.47;0.54;0.4;0.54;0.5;0.45;0.45;0.43;0.38;0.36;0.34;0.44;0.42;0.44;0.45
Cyprus;Financial Markets Efficiency Index;0.09;0.09;0.09;0.09;0.08;0.09;0.09;0.09;0.11;0.11;0.11;0.11;0.12;0.14;0.14;0.11;0.13;0.18;0.21;0.2;0.21;0.19;0.22;0.22;0.27;0.24;0.24;0.32;0.28;0.21;0.13;0.19;0.18;0.02;0.02;0.06;0.04;0.03;0.02;0.02;0.01
Cyprus;Financial Markets Index;0.15;0.14;0.14;0.14;0.14;0.14;0.15;0.15;0.17;0.18;0.18;0.18;0.2;0.23;0.23;0.19;0.21;0.29;0.33;0.31;0.33;0.37;0.35;0.42;0.5;0.44;0.54;0.63;0.51;0.59;0.51;0.45;0.42;0.36;0.34;0.34;0.33;0.5;0.47;0.47;0.41
Czech Rep.;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0.26;0.27;0.28;0.23;0.31;0.33;0.35;0.38;0.33;0.31;0.37;0.31;0.33;0.35;0.39;0.43;0.4;0.4;0.43;0.44;0.44;0.45;0.46;0.47;0.47;0.47;0.46;0.47;0.46;0.46;0.45
Czech Rep.;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0.36;0.37;0.45;0.37;0.42;0.41;0.4;0.43;0.39;0.39;0.36;0.34;0.36;0.39;0.38;0.39;0.41;0.41;0.43;0.43;0.44;0.46;0.47;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.46
Czech Rep.;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0.24;0.26;0.31;0.25;0.28;0.26;0.26;0.27;0.25;0.24;0.22;0.2;0.2;0.22;0.22;0.22;0.24;0.24;0.25;0.26;0.28;0.28;0.28;0.29;0.29;0.28;0.28;0.28;0.27;0.27;0.29
Czech Rep.;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0.73;0.74;0.53;0.46;0.63;0.63;0.51;0.52;0.46;0.53;0.51;0.61;0.49;0.56;0.63;0.67;0.68;0.71;0.71;0.71;0.71;0.71;0.72;0.71;0.72;0.72;0.73;0.73;0.75;0.76;0.72
Czech Rep.;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0.45;0.46;0.47;0.39;0.47;0.45;0.42;0.44;0.4;0.41;0.38;0.39;0.37;0.41;0.42;0.44;0.45;0.47;0.47;0.48;0.49;0.5;0.51;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.51
Czech Rep.;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0.02;0.02;0.02;0.02;0.08;0.16;0.13;0.14;0.05;0.05;0.05;0.01;0.03;0.04;0.05;0.03;0.05;0.06;0.03;0.06;0.03;0.04;0.05;0.06;0.05;0.07;0.04;0.04;0.05;0.04;0.04
Czech Rep.;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0.03;0.04;0.04;0.04;0.07;0.09;0.14;0.14;0.14;0.13;0.16;0.11;0.12;0.13;0.17;0.21;0.19;0.23;0.15;0.17;0.17;0.16;0.18;0.21;0.2;0.21;0.21;0.2;0.17;0.17;0.16
Czech Rep.;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0.16;0.17;0.21;0.17;0.31;0.37;0.55;0.65;0.56;0.46;0.84;0.52;0.71;0.7;0.83;1;0.8;0.68;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97
Czech Rep.;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.09;0.07;0.15;0.2;0.26;0.3;0.24;0.21;0.34;0.21;0.28;0.28;0.34;0.4;0.34;0.32;0.37;0.39;0.38;0.38;0.39;0.41;0.4;0.41;0.4;0.4;0.39;0.38;0.38
Denmark;Financial Development Index;0.26;0.25;0.25;0.27;0.32;0.38;0.43;0.5;0.53;0.57;0.54;0.49;0.53;0.55;0.55;0.53;0.57;0.6;0.67;0.65;0.72;0.72;0.6;0.62;0.65;0.66;0.7;0.71;0.67;0.73;0.73;0.68;0.71;0.72;0.68;0.68;0.65;0.67;0.67;0.67;0.66
Denmark;Financial Institutions Access Index;0.46;0.44;0.43;0.47;0.52;0.56;0.69;0.83;0.82;0.83;0.81;0.77;0.78;0.75;0.74;0.75;0.78;0.8;0.82;0.82;0.81;0.84;0.81;0.81;0.8;0.8;0.81;0.81;0.81;0.79;0.74;0.71;0.64;0.59;0.55;0.51;0.49;0.45;0.44;0.42;0.4
Denmark;Financial Institutions Depth Index;0.37;0.36;0.35;0.38;0.42;0.45;0.54;0.66;0.64;0.67;0.66;0.64;0.64;0.66;0.61;0.62;0.65;0.67;0.73;0.72;0.73;0.75;0.76;0.78;0.81;0.84;0.95;0.94;0.85;0.9;0.91;0.89;0.94;0.95;0.89;0.9;0.92;0.93;0.98;0.94;0.94
Denmark;Financial Institutions Efficiency Index;0.48;0.48;0.47;0.49;0.51;0.52;0.55;0.59;0.58;0.64;0.62;0.54;0.53;0.57;0.59;0.61;0.62;0.62;0.63;0.61;0.6;0.62;0.48;0.67;0.56;0.57;0.65;0.6;0.56;0.54;0.56;0.59;0.58;0.6;0.58;0.59;0.58;0.58;0.54;0.6;0.51
Denmark;Financial Institutions Index;0.48;0.47;0.46;0.49;0.53;0.57;0.67;0.8;0.78;0.81;0.8;0.75;0.75;0.75;0.73;0.75;0.78;0.79;0.83;0.82;0.82;0.84;0.81;0.86;0.84;0.85;0.93;0.91;0.86;0.87;0.86;0.84;0.83;0.82;0.77;0.76;0.76;0.75;0.76;0.75;0.71
Denmark;Financial Markets Access Index;0.04;0.02;0.04;0.04;0.18;0.29;0.3;0.34;0.42;0.3;0.26;0.2;0.16;0.16;0.2;0.14;0.22;0.24;0.22;0.31;0.31;0.35;0.27;0.27;0.37;0.31;0.21;0.23;0.17;0.44;0.5;0.21;0.44;0.5;0.5;0.5;0.36;0.5;0.5;0.5;0.5
Denmark;Financial Markets Depth Index;0.03;0.03;0.03;0.05;0.05;0.1;0.1;0.11;0.13;0.2;0.17;0.17;0.14;0.19;0.2;0.19;0.24;0.32;0.39;0.37;0.51;0.42;0.31;0.35;0.41;0.45;0.54;0.61;0.6;0.65;0.66;0.66;0.67;0.66;0.63;0.65;0.62;0.63;0.61;0.62;0.65
Denmark;Financial Markets Efficiency Index;0.01;0.01;0.01;0.02;0.03;0.12;0.15;0.13;0.23;0.43;0.38;0.28;0.58;0.62;0.68;0.58;0.59;0.58;0.84;0.7;0.99;0.96;0.52;0.45;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56;0.56
Denmark;Financial Markets Index;0.03;0.02;0.03;0.04;0.09;0.17;0.18;0.19;0.26;0.31;0.27;0.21;0.29;0.32;0.35;0.3;0.34;0.38;0.48;0.46;0.6;0.57;0.37;0.36;0.45;0.45;0.45;0.48;0.46;0.56;0.58;0.49;0.57;0.58;0.57;0.58;0.52;0.58;0.57;0.57;0.58
Djibouti;Financial Development Index;0;0;0;0;0.15;0.17;0.17;0.16;0.15;0.15;0.14;0.13;0.12;0.14;0.14;0.13;0.13;0.13;0.14;0.13;0.13;0.13;0.13;0.12;0.12;0.12;0.13;0.14;0.14;0.14;0.14;0.13;0.13;0.13;0.12;0.13;0.14;0.12;0.13;0.13;0.13
Djibouti;Financial Institutions Access Index;0;0;0;0;0.04;0.05;0.05;0.04;0.04;0.04;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.04;0.05;0.06;0.07;0.07;0.08;0.09;0.1;0.11;0.14;0.15;0.16;0.17
Djibouti;Financial Institutions Depth Index;0;0;0;0;0.14;0.16;0.17;0.15;0.14;0.14;0.12;0.12;0.11;0.11;0.11;0.12;0.12;0.12;0.13;0.1;0.11;0.09;0.09;0.08;0.08;0.07;0.07;0.08;0.08;0.09;0.09;0.09;0.08;0.09;0.09;0.09;0.08;0.09;0.08;0.08;0.08
Djibouti;Financial Institutions Efficiency Index;0;0;0;0;0.58;0.61;0.62;0.58;0.57;0.57;0.52;0.51;0.49;0.59;0.56;0.49;0.47;0.46;0.48;0.47;0.47;0.48;0.51;0.48;0.54;0.59;0.64;0.67;0.68;0.7;0.63;0.57;0.63;0.58;0.48;0.55;0.62;0.55;0.58;0.62;0.6
Djibouti;Financial Institutions Index;0;0;0;0;0.23;0.25;0.25;0.23;0.23;0.23;0.2;0.2;0.19;0.21;0.21;0.19;0.19;0.19;0.19;0.18;0.19;0.18;0.19;0.17;0.18;0.19;0.21;0.22;0.23;0.24;0.23;0.21;0.23;0.22;0.2;0.23;0.24;0.24;0.25;0.26;0.26
Djibouti;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Djibouti;Financial Markets Depth Index;0;0;0;0;0.19;0.22;0.22;0.2;0.19;0.19;0.17;0.16;0.15;0.18;0.18;0.17;0.19;0.18;0.19;0.19;0.2;0.19;0.17;0.15;0.13;0.13;0.13;0.13;0.11;0.11;0.1;0.09;0.08;0.08;0.07;0.06;0.06;0;0;0;0
Djibouti;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Djibouti;Financial Markets Index;0;0;0;0;0.07;0.08;0.08;0.07;0.07;0.07;0.06;0.06;0.06;0.07;0.07;0.06;0.07;0.07;0.07;0.07;0.08;0.07;0.07;0.06;0.05;0.05;0.05;0.05;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.02;0.02;0;0;0;0
Dominica;Financial Development Index;0.18;0.19;0.19;0.2;0.18;0.19;0.18;0.17;0.18;0.19;0.2;0.2;0.2;0.19;0.18;0.17;0.18;0.19;0.19;0.2;0.22;0.25;0.25;0.23;0.22;0.21;0.23;0.23;0.22;0.23;0.22;0.24;0.24;0.24;0.24;0.23;0.22;0.21;0.21;0.21;0.21
Dominica;Financial Institutions Access Index;0.27;0.29;0.3;0.31;0.28;0.3;0.27;0.26;0.28;0.28;0.3;0.3;0.29;0.27;0.26;0.25;0.25;0.27;0.29;0.28;0.32;0.37;0.38;0.33;0.33;0.34;0.34;0.32;0.34;0.4;0.38;0.45;0.44;0.46;0.43;0.4;0.37;0.34;0.34;0.33;0.33
Dominica;Financial Institutions Depth Index;0.13;0.14;0.15;0.16;0.15;0.15;0.12;0.12;0.15;0.18;0.2;0.21;0.22;0.23;0.23;0.25;0.24;0.25;0.25;0.26;0.32;0.36;0.36;0.36;0.29;0.33;0.37;0.35;0.26;0.26;0.27;0.26;0.27;0.28;0.27;0.27;0.26;0.27;0.26;0.25;0.28
Dominica;Financial Institutions Efficiency Index;0.69;0.72;0.72;0.74;0.69;0.72;0.71;0.69;0.69;0.66;0.67;0.67;0.64;0.6;0.53;0.49;0.53;0.56;0.59;0.6;0.62;0.65;0.64;0.6;0.64;0.5;0.55;0.64;0.66;0.62;0.62;0.63;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.63
Dominica;Financial Institutions Index;0.35;0.37;0.38;0.39;0.36;0.37;0.35;0.34;0.36;0.37;0.39;0.39;0.39;0.37;0.35;0.34;0.35;0.37;0.38;0.39;0.44;0.48;0.49;0.45;0.43;0.42;0.45;0.46;0.43;0.44;0.44;0.47;0.47;0.48;0.46;0.45;0.43;0.42;0.42;0.41;0.42
Dominica;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominica;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominica;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
